m,p,t,c,a
0.0410495098741521,0.388405892150308,0.13192807851856,1,-1.10331400406749
0.0412196085837489,0.408399251352661,0.117293890355595,1,-1.43125136283798
0.0362010798856816,0.393688980301219,0.11241840694626,1,0.903101069877812
0.0389629014921216,0.427324806997457,0.12562151258864,1,0.284103491297516
0.0374148404610024,0.436590721807658,0.11436772886863,1,1.6983235809584
0.0377901632375763,0.389885104611412,0.110100008389838,1,0.56046619298686
0.0374449351020249,0.363604088597886,0.125356163500394,1,-0.610249417672839
0.0412849345960232,0.390709488085758,0.123056316058643,1,-1.91340074147877
0.0432845599081842,0.424044692502305,0.125900339624225,1,1.25245125444304
0.0390664505490042,0.409382338585316,0.121811876632868,1,0.120206819060062
0.0382005580465755,0.379890316772958,0.118839330490847,1,-1.08914869589381
0.0424355966689046,0.438888339351678,0.108719806806465,1,0.142656762668951
0.0366966177592071,0.424167315244464,0.131739477832808,1,-1.732214966409
0.0435151868950763,0.361454202690936,0.124412126729913,1,1.13494592033287
0.0402731005430618,0.430828756074491,0.129576117573747,1,0.503750504321983
0.0371029519393005,0.37742412749697,0.11237138582137,1,-1.83272054410818
0.0368555332684017,0.409315478806855,0.130551864243866,1,-0.582177076130685
0.0392850327204761,0.438747953358756,0.130693900536846,1,0.706578713734157
0.0439064180985063,0.421346510977328,0.116080782345395,1,0.649527441597925
0.0379533222943222,0.383640580066528,0.124324280909532,1,0.111387321675191
0.0392927481072603,0.408211057442912,0.12601248134217,1,0.334132697047834
0.0404143401194877,0.406685649500617,0.120283678079003,1,-1.6696290920052
0.0417565610788759,0.43969248890375,0.116508823318966,1,1.88503526073362
0.0387715900904029,0.430923508940825,0.118912676759806,1,-0.346290843916739
0.0377418565468584,0.37005236698901,0.115413950245604,1,0.904417726659327
0.042262976583833,0.415503009198952,0.108235254054313,1,1.37285335204204
0.0433786559823702,0.421676337653914,0.109023836542441,1,-0.487255451799125
0.0416347169958669,0.418361043640372,0.113382649695948,1,-0.92378107290654
0.0413842493200329,0.398199375818149,0.122969193904019,1,-1.05422026943636
0.0374169900359865,0.426371470855807,0.126406120030446,1,1.73791309247308
