m,p,t,c,a
0.162944737278636,0.571737581122686,0.112698681629351,1,5.78726198594627
0.126471849245082,0.329262121499823,0.127849821886705,1,0.656341268869774
0.19150136708686,0.589466560559783,0.115761308167755,1,6.58829894464862
0.191433389648589,0.445612694616852,0.18002804688888,1,-5.01359125921899
0.084352256525255,0.57472065755672,0.179220732955955,1,6.43289396950064
0.131148139831317,0.310713503572257,0.184912930586878,1,6.07590546860571
0.135747030971555,0.5273220391735,0.174313246812492,1,-1.50882172652165
0.131095578035511,0.351356006343469,0.170604608801961,1,-6.55434015071611
0.055384596992178,0.313851417189346,0.109713178123585,1,4.5284095965821
0.138965724595163,0.395129844018258,0.195022204883836,1,-6.51775487295928
0.0877488719312797,0.414467537127903,0.1765516788149,1,4.13279861591888
0.0373745209108757,0.446929318736469,0.14455862007109,1,2.0483821415577
0.141872966171615,0.526406004594708,0.127602507699858,1,2.51583747595145
0.131019600794768,0.348783520558389,0.111899768155838,1,-0.0229032722499989
0.191948791703216,0.40211571799984,0.158526775097978,1,-3.86663284712408
0.150253411861131,0.376528534637781,0.150595705166514,1,2.7870741171936
0.17818065050716,0.587787427561633,0.15472155299638,1,-5.05925780039849
0.0298588011118115,0.377252476237121,0.184071725598366,1,-3.44004949439857
0.162856965213763,0.373057490617497,0.192926362318723,1,-2.10022727621268
0.0393190500862416,0.375325157392809,0.161604467614664,1,-0.37395611536179
0.0703319014125994,0.549248588368887,0.158526409115272,1,0.696130516075954
0.183438732765962,0.385751705646112,0.175720022911072,1,3.55220731989894
0.0760891693950713,0.470346492217566,0.107585428956306,1,-6.2446983386675
0.106159510601795,0.533750169030603,0.193401068422918,1,-5.18131308136778
0.113764732174439,0.440817192317462,0.101190206950124,1,-2.28028297841566
0.0324364616386486,0.538285362205172,0.13112150420448,1,0.399463897086978
0.0331297458999562,0.480594582420491,0.126297128454014,1,2.15710737867495
0.137842900628002,0.524445477847113,0.14505415985025,1,-5.82650070804294
0.0457953937433638,0.574001208450501,0.115237801896922,1,4.56143768485366
0.107668487052011,0.598840414988066,0.107817552875318,1,-0.802504223143751
0.0213305540361169,0.588569424256516,0.100463422413407,1,3.84874650596103
0.163460644130687,0.560608411609053,0.108443584551091,1,-1.40304291261545
0.0519740805701308,0.540020544067292,0.143141382746354,1,5.74906632201332
0.0363694056605705,0.379140874956597,0.114553898038472,1,-5.09504017807871
0.173858441528018,0.473911376209671,0.154986020183633,1,-4.97063282486782
0.170606223544379,0.48661653944552,0.135095238089227,1,0.185493558138747
0.0803616067503884,0.322790007507253,0.123991615355366,1,-5.27353491230768
0.0367815576564833,0.371985757699471,0.141726706908437,1,-6.30483797543961
0.180543221983056,0.583436156916494,0.149086409246808,1,-0.150463062399735
0.0675438819642754,0.570016153925299,0.136924678112022,1,-5.44316142588698
0.156050413664228,0.416921651088376,0.124169128591383,1,-1.34522996176639
0.0192909050336777,0.339591987781901,0.194205059077549,1,6.38588356321723
0.115041719015693,0.317933862884147,0.123477991337241,1,-2.05578000289101
0.164238808039592,0.304621031295467,0.104302380165781,1,-4.63413958752214
0.12982309499129,0.519516715697601,0.164774596313631,1,-0.687068109966771
0.109401778457269,0.388896241682332,0.174469280707416,1,-4.35462978954438
0.137355086673063,0.355053346721181,0.136848459649034,1,1.75865985021566
0.156045487030275,0.324337730659736,0.192938597096873,1,3.85997750051763
0.0973583264806345,0.430757576574276,0.144678374942981,1,-2.7111073917682
0.101701731076225,0.453231469251633,0.181762770832226,1,4.12763983636834
0.128863626038738,0.413582814798081,0.181158045828248,1,0.459558243192368
0.0701454207153767,0.581700468599966,0.187594281149298,1,0.702188800577911
0.124495017200246,0.476113411359425,0.120774229273303,1,-2.78255137608713
0.0941846697035181,0.369146448063468,0.184430879269539,1,-4.27329994606131
0.0451843561944798,0.351212414144358,0.122766429781655,1,-0.900218422545413
0.0622204573300826,0.577013892630973,0.143020739132958,1,-4.4125715182621
0.180976193735979,0.593924513506826,0.14388699731261,1,-5.44433087183162
0.0516129391824134,0.422615953833766,0.159489607400861,1,-3.32903553106816
0.120568617876417,0.513364734130105,0.122174673401724,1,-5.35615288801872
0.0593351746436654,0.395633490577765,0.142416675971381,1,0.110015985255654
0.0171031594180088,0.3787446704095,0.180101462276974,1,-6.59091611412995
0.185770827895609,0.519099258856636,0.148860897380358,1,1.09935085432815
0.0474567159543043,0.437654648453979,0.196308853928691,1,0.655280062345552
0.1042271661608,0.369478316012557,0.148889774392017,1,1.73684123443165
0.13582710817315,0.418654564700578,0.136743664854448,1,6.83174804426286
0.00754777324791043,0.565550402460743,0.191328682763924,1,4.14657423019297
0.0197424557311149,0.378561355161215,0.13353568399628,1,2.51619131928273
0.0273106274710739,0.516368249574522,0.110676186160724,1,2.15260288135983
0.098834787327854,0.533715516969383,0.171503707840069,1,5.65208784778843
0.178184500866158,0.400248915821249,0.169874583233479,1,-4.23066242639699
0.00610818926092733,0.523222278110239,0.15000224355902,1,-0.281090023955153
0.180944447613473,0.482959994526768,0.161766638958845,1,5.03219227904697
0.161097884905937,0.473016454684406,0.118292246941491,1,-3.64095185203796
0.17730238661522,0.308602245739232,0.148990138851222,1,-4.64901996044841
0.195736129928232,0.513808341503674,0.150047162415484,1,-0.40476275641285
0.0119237735159278,0.504591571244719,0.104243113750074,1,-5.99976349559101
0.104329968492857,0.32901900773426,0.181814855385962,1,4.44565928911001
0.144487918473368,0.34495963274339,0.165960525290831,1,0.260329195147534
0.194594910952773,0.494697447813707,0.18003305753524,1,-0.646832077823127
0.0864783007566923,0.547594138620614,0.108346981485891,1,-5.13560589349974
