m,p,t,c,a
0.0427062347759695,0.586611630891306,0.158637055028013,1,4.06624198654642
0.054025790742078,0.511632357469224,0.0507543324951682,1,5.47761045185369
0.0926859573385509,0.302488697217792,0.173694251399959,1,5.37135107619516
0.0997136895348686,0.368295921617466,0.18793133092917,1,4.49399513865246
0.0105320182975915,0.380448274113505,0.164576564680938,1,5.63857108902878
0.0104252997601917,0.440927632887853,0.0828592836336761,1,6.45895534579907
0.0320322632016148,0.557263142634234,0.0889770001482683,1,6.14644059894632
0.0188267616829231,0.527758151204946,0.054753395016831,1,4.49637409958075
0.0566870912760646,0.41292286363502,0.0818822569159802,1,5.54509787672812
0.0145443480124611,0.446742735117197,0.0519268620310644,1,1.30628417368537
0.048523045694977,0.551467823010089,0.071158545289919,1,5.12551891188225
0.0691066915983427,0.31034778593539,0.123328589541269,1,6.79973287109556
0.0112451379350698,0.522964132260245,0.145781205700913,1,4.1592803907896
0.049862251273625,0.470355797786336,0.113975637700453,1,0.53367609647681
0.0290586653457929,0.468400514196838,0.145000020248258,1,6.51543101333686
0.0977769157702234,0.328078963801786,0.149260241662692,1,4.21941029639807
0.0473817863220927,0.406876902748883,0.121336766244983,1,4.69715412798344
0.0959645196993795,0.326725279651923,0.169661368977058,1,4.1354302229862
0.0912196754252076,0.330338795666286,0.0939941964450697,1,0.361117437687536
0.0504128180597837,0.530512725569603,0.0924478064321163,1,1.5775217205605
0.0331289642625589,0.435975405422473,0.160607695727195,1,3.56919958292203
0.0382514191853397,0.571644965054168,0.194788662345459,1,4.39787146786719
0.0132031170054907,0.485490533498596,0.107453015609705,1,6.93835623298159
0.0286827284759212,0.511857428876809,0.130280884625817,1,1.3524772701447
0.0689435100924171,0.315136500950602,0.0776651173549031,1,0.31960826434168
0.0885041502041251,0.551938315739434,0.0677232867730523,1,2.87290397588486
0.012022858999065,0.471627756678217,0.192408520194373,1,1.79469611857816
0.0989865435151316,0.404942412313311,0.0812783560840145,1,4.66079012031362
0.097334470672087,0.486809946461555,0.0595306838836053,1,2.61456673268914
0.0166251535436548,0.369383423431733,0.0578312949940778,1,6.3122942169946
0.0793291699901326,0.411904297453394,0.174808205806481,1,5.27684189612841
0.0621863097261786,0.418227954254745,0.103891694217532,1,0.621967226245977
0.0341677003639647,0.46460117822021,0.119082119163318,1,4.51816661404913
0.0513520841267514,0.544327940568983,0.0645774808980495,1,3.24599492451858
0.0589817489604743,0.356151621161952,0.141699521995693,1,0.363593869578422
