m,p,t,c,a
0.0384909557375243,0.344030754678362,0.116621151228065,1,13.87
0.0409028865378998,0.457114748573643,0.117899016174078,1,13.87
0.0408335011103106,0.342531974185463,0.120441847893435,1,13.87
0.0366380448843575,0.367655280165705,0.117787792204648,1,13.87
0.0378284508099708,0.374120144431125,0.115096044283111,1,13.87
0.0437622913712282,0.368178189822682,0.102801501698017,1,13.87
0.0375767468337411,0.439111357176755,0.106910235818317,1,13.87
0.0443330602591394,0.406353019082951,0.102667075240006,1,13.87
0.042563741598221,0.423729756872406,0.134164401453907,1,13.87
0.04524748456659,0.341307132827126,0.131510654535958,1,13.87
0.0401939238517032,0.418399638444321,0.129148581450936,1,13.87
0.0412366127205285,0.446653687894385,0.125156427849841,1,13.87
0.0398936949048605,0.388415248670721,0.133587843520218,1,13.87
0.0439178992723875,0.341280449951008,0.105440057122417,1,13.87
0.0442746093684432,0.371722712069099,0.129919701365097,1,13.87
0.0427007170607677,0.447357713486351,0.129647532163733,1,13.87
0.0345196498904827,0.358427626826539,0.127859288308341,1,13.87
0.0366494670838273,0.394427132978718,0.118749390670981,1,13.87
0.0400807557407438,0.349181091802308,0.107994889051408,1,13.87
0.0380148071238199,0.376606482539813,0.131479627899431,1,13.87
0.0456276401007457,0.409194680232282,0.110405387679701,1,13.87
0.0420851719825599,0.408848644212901,0.10918928096867,1,13.87
0.0380338586847049,0.357959692636402,0.113821795850193,1,13.87
0.0432629737123702,0.435107502322493,0.123134476118448,1,13.87
0.0363148238730844,0.433048616223769,0.114722091742334,1,13.87
0.0356066470897077,0.423777752870203,0.108852406609107,1,13.87
0.0380673678914751,0.450723130820768,0.132182493915222,1,13.87
0.0443858877977531,0.365954751001729,0.104336367056603,1,13.87
0.0404214422828348,0.402081908035945,0.111205872064474,1,13.87
0.0438784127328991,0.341988665225071,0.119089560130067,1,13.87
0.0395034465128762,0.441996675989429,0.121279886092285,1,13.87
0.0342932044615595,0.400523173691528,0.133553422391287,1,13.87
0.037422441811992,0.355924439437151,0.102004771567636,1,13.87
0.0403612959997691,0.439501134484595,0.126249007163024,1,13.87
0.0430737031173031,0.360221491274505,0.136704573757434,1,13.87
0.0411818507431907,0.427767004654341,0.133349389077159,1,13.87
0.0395565125511552,0.360026405407909,0.118790014680953,1,13.87
0.0355338675914072,0.416791644447062,0.134273576180587,1,13.87
0.0361101524003906,0.375387801638984,0.104114579263929,1,13.87
0.0343199187082481,0.406056088638485,0.122269825715857,1,13.87
0.0430541294164276,0.420532382509619,0.135834177156158,1,13.87
0.0402170540916808,0.434704385612233,0.122562056780142,1,13.87
0.0450419932019634,0.365236759994453,0.123892110528589,1,13.87
0.0414003987320415,0.364371054850511,0.126393618865718,1,13.87
